XS YS
-677.8563631207282 -97.58295618890126
-682.3154310828202 -98.56029954990373
-686.7879334237848 -99.54385251405517
-691.2738557511926 -100.53363112343261
-695.7731836440697 -101.5296513777265
-700.2859026530605 -102.53192923419265
-704.8119983005904 -103.54048060760498
-709.3514560810297 -104.55532137020892
-713.9042614608555 -105.57646735167546
-718.4703998788153 -106.60393433905601
-723.0498567460895 -107.63773807673788
-727.6426174464548 -108.67789426640044
-732.2486673364465 -109.72441856697215
-736.867991745522 -110.77732659458802
-741.5005759762234 -111.836633922548
-746.1464053043405 -112.90235608127594
-750.8054649790733 -113.97450855827925
-755.4777402231953 -115.05310679810935
-760.1632162332157 -116.1381662023227
-764.8618781795427 -117.22970212944253
-769.5737112066458 -118.32772989492136
-774.2987004332186 -119.43226477110413
-779.0368309523416 -120.54332198719199
-783.7880878316442 -121.6609167292068
-788.552456113468 -122.78506413995643
-793.3299208150283 -123.91577931900052
-798.1204669285773 -125.05307732261711
-802.9240794215663 -126.1969731637699
-807.7407432368072 -127.34748181207607
-812.570443292636 -128.504618193775
-817.4131644830736 -129.6683971916975
-822.2688916779886 -130.8388336452357
-827.137609723259 -132.01594235031382
-832.0193034409343 -133.19973805935933
-836.9139576293973 -134.39023548127494
-841.8215570635252 -135.5874492814113
-846.742086494852 -136.79139408154026
-851.6755306517294 -138.00208445982884
-856.621874239489 -139.21953495081382
-861.5811019406025 -140.44376004537713
-866.5531984148439 -141.67477419072173
-871.5381482994501 -142.91259179034827
-876.5359362092819 -144.15722720403238
-881.5465467369852 -145.4086947478025
-886.5699644531513 -146.66700869391866
-891.6061739064781 -147.9321832708515
-896.6551596239301 -149.2042326632623
-901.716906110899 -150.4831710119835
-906.7913978513641 -151.76901241399986
-911.878619308052 -153.06177092243033
-916.9785549225971 -154.36146054651053
-922.0911891157014 -155.66809525157583
-927.2165062872937 -156.98168895904524
-932.3544908166897 -158.30225554640566
-937.5051270627513 -159.629808847197
-942.6683993640457 -160.9643626509979
-947.8442920390048 -162.30593070341203
-953.032789386084 -163.6545267060549
-958.2338756839209 -165.01016431654173
-963.4475351914942 -166.3728571484754
-968.673752148282 -167.74261877143536
-973.9125107744203 -169.11946271096718
-979.1637952708609 -170.50340244857256
-984.4275898195295 -171.89445142169998
-989.7038785834837 -173.29262302373618
-994.9926457070702 -174.697930603998
-1000.2938753160827 -176.11038746772502
-1005.6075515179188 -177.5300068760726
-1010.9336584017371 -178.95680204610582
-1016.2721800386146 -180.3907861507938
-1021.6231004817025 -181.8319723190047
-1026.9864037663835 -183.2803736355015
-1032.3620739104279 -184.73600314093795
